,day,s,s,s,i,i,i,r,r,r,V,T
,,mean,max,min,mean,max,min,mean,max,min,,
5045,46,0.0,0,0,104.0,130,91,396.0,409,370,0.03,56
5046,47,0.0,0,0,99.4,124,86,400.6,414,376,0.03,56
5047,48,0.0,0,0,95.0,121,84,405.0,416,379,0.03,56
5048,49,0.0,0,0,91.4,119,80,408.6,420,381,0.03,56
5049,50,0.0,0,0,88.4,112,77,411.6,423,388,0.03,56
5050,51,0.0,0,0,84.7,107,74,415.3,426,393,0.03,56
5051,52,0.0,0,0,82.1,102,71,417.9,429,398,0.03,56
5052,53,0.0,0,0,79.0,94,65,421.0,435,406,0.03,56
5053,54,0.0,0,0,76.1,92,62,423.9,438,408,0.03,56
5054,55,0.0,0,0,74.0,88,59,426.0,441,412,0.03,56
5055,56,0.0,0,0,71.4,83,57,428.6,443,417,0.03,56
5056,57,0.0,0,0,68.6,83,56,431.4,444,417,0.03,56
5057,58,0.0,0,0,66.2,82,54,433.8,446,418,0.03,56
5058,59,0.0,0,0,63.6,79,51,436.4,449,421,0.03,56
5059,60,0.0,0,0,60.7,75,51,439.3,449,425,0.03,56
5060,61,0.0,0,0,58.3,69,49,441.7,451,431,0.03,56
5061,62,0.0,0,0,56.1,65,49,443.9,451,435,0.03,56
5062,63,0.0,0,0,54.3,65,47,445.7,453,435,0.03,56
5063,64,0.0,0,0,52.0,65,47,448.0,453,435,0.03,56
5064,65,0.0,0,0,49.7,63,44,450.3,456,437,0.03,56
5065,66,0.0,0,0,48.0,61,40,452.0,460,439,0.03,56
5066,67,0.0,0,0,46.4,59,40,453.6,460,441,0.03,56
5067,68,0.0,0,0,44.4,56,39,455.6,461,444,0.03,56
5068,69,0.0,0,0,43.1,56,38,456.9,462,444,0.03,56
5069,70,0.0,0,0,41.6,54,37,458.4,463,446,0.03,56
5070,71,0.0,0,0,40.0,48,36,460.0,464,452,0.03,56
5071,72,0.0,0,0,37.6,44,33,462.4,467,456,0.03,56
5072,73,0.0,0,0,36.2,43,31,463.8,469,457,0.03,56
5073,74,0.0,0,0,34.7,42,31,465.3,469,458,0.03,56
5074,75,0.0,0,0,33.2,40,30,466.8,470,460,0.03,56
5075,76,0.0,0,0,31.9,39,27,468.1,473,461,0.03,56
5076,77,0.0,0,0,30.5,38,26,469.5,474,462,0.03,56
5077,78,0.0,0,0,29.3,38,25,470.7,475,462,0.03,56
5078,79,0.0,0,0,27.9,35,24,472.1,476,465,0.03,56
5079,80,0.0,0,0,26.5,31,22,473.5,478,469,0.03,56
5080,81,0.0,0,0,25.1,28,20,474.9,480,472,0.03,56
5081,82,0.0,0,0,23.7,27,19,476.3,481,473,0.03,56
5082,83,0.0,0,0,23.0,27,19,477.0,481,473,0.03,56
5083,84,0.0,0,0,22.1,25,17,477.9,483,475,0.03,56
5084,85,0.0,0,0,21.1,24,17,478.9,483,476,0.03,56
5085,86,0.0,0,0,20.1,24,15,479.9,485,476,0.03,56
5086,87,0.0,0,0,19.1,23,14,480.9,486,477,0.03,56
5087,88,0.0,0,0,18.4,23,12,481.6,488,477,0.03,56
5088,89,0.0,0,0,17.3,21,11,482.7,489,479,0.03,56
5089,90,0.0,0,0,16.4,20,10,483.6,490,480,0.03,56
5090,91,0.0,0,0,15.7,17,10,484.3,490,483,0.03,56
5091,92,0.0,0,0,14.7,17,10,485.3,490,483,0.03,56
5092,93,0.0,0,0,14.3,17,10,485.7,490,483,0.03,56
5093,94,0.0,0,0,13.9,17,10,486.1,490,483,0.03,56
5094,95,0.0,0,0,13.2,17,10,486.8,490,483,0.03,56
5095,96,0.0,0,0,12.7,16,9,487.3,491,484,0.03,56
5096,97,0.0,0,0,12.3,16,9,487.7,491,484,0.03,56
5097,98,0.0,0,0,11.7,15,9,488.3,491,485,0.03,56
5098,99,0.0,0,0,11.2,14,9,488.8,491,486,0.03,56
5099,100,0.0,0,0,11.0,14,9,489.0,491,486,0.03,56
5100,101,0.0,0,0,10.7,14,8,489.3,492,486,0.03,56
5101,102,0.0,0,0,10.3,14,8,489.7,492,486,0.03,56
5102,103,0.0,0,0,9.9,13,8,490.1,492,487,0.03,56
5103,104,0.0,0,0,9.6,13,8,490.4,492,487,0.03,56
5104,105,0.0,0,0,9.1,13,7,490.9,493,487,0.03,56
5105,106,0.0,0,0,8.6,11,7,491.4,493,489,0.03,56
5106,107,0.0,0,0,8.2,10,6,491.8,494,490,0.03,56
5107,108,0.0,0,0,7.7,10,6,492.3,494,490,0.03,56
5108,109,0.0,0,0,7.3,9,5,492.7,495,491,0.03,56
5109,110,0.0,0,0,7.1,9,5,492.9,495,491,0.03,56
5110,111,0.0,0,0,6.9,9,5,493.1,495,491,0.03,56
5111,112,0.0,0,0,6.7,9,5,493.3,495,491,0.03,56
5112,113,0.0,0,0,6.4,9,4,493.6,496,491,0.03,56
5113,114,0.0,0,0,6.2,9,4,493.8,496,491,0.03,56
5114,115,0.0,0,0,5.9,8,3,494.1,497,492,0.03,56
5115,116,0.0,0,0,5.7,8,3,494.3,497,492,0.03,56
5116,117,0.0,0,0,5.1,7,2,494.9,498,493,0.03,56
5117,118,0.0,0,0,4.7,7,2,495.3,498,493,0.03,56
5118,119,0.0,0,0,4.7,7,2,495.3,498,493,0.03,56
5119,120,0.0,0,0,4.7,7,2,495.3,498,493,0.03,56
5120,121,0.0,0,0,4.6,7,2,495.4,498,493,0.03,56
5121,122,0.0,0,0,4.4,7,2,495.6,498,493,0.03,56
5122,123,0.0,0,0,4.4,7,2,495.6,498,493,0.03,56
5123,124,0.0,0,0,4.4,7,2,495.6,498,493,0.03,56
5124,125,0.0,0,0,4.4,7,2,495.6,498,493,0.03,56
5125,126,0.0,0,0,4.2,7,2,495.8,498,493,0.03,56
5126,127,0.0,0,0,4.2,7,2,495.8,498,493,0.03,56
5127,128,0.0,0,0,3.8,6,2,496.2,498,494,0.03,56
5128,129,0.0,0,0,3.7,5,2,496.3,498,495,0.03,56
5129,130,0.0,0,0,3.5,5,2,496.5,498,495,0.03,56
5130,131,0.0,0,0,3.4,5,2,496.6,498,495,0.03,56
5131,132,0.0,0,0,3.4,5,2,496.6,498,495,0.03,56
5132,133,0.0,0,0,3.3,5,2,496.7,498,495,0.03,56
5133,134,0.0,0,0,3.0,5,1,497.0,499,495,0.03,56
5134,135,0.0,0,0,2.7,4,1,497.3,499,496,0.03,56
5135,136,0.0,0,0,2.6,4,1,497.4,499,496,0.03,56
5136,137,0.0,0,0,2.4,4,1,497.6,499,496,0.03,56
5137,138,0.0,0,0,2.3,4,1,497.7,499,496,0.03,56
5138,139,0.0,0,0,2.3,4,1,497.7,499,496,0.03,56
5139,140,0.0,0,0,2.2,3,1,497.8,499,497,0.03,56
5140,141,0.0,0,0,2.2,3,1,497.8,499,497,0.03,56
5141,142,0.0,0,0,2.2,3,1,497.8,499,497,0.03,56
5142,143,0.0,0,0,2.0,3,1,498.0,499,497,0.03,56
5143,144,0.0,0,0,1.9,3,1,498.1,499,497,0.03,56
5144,145,0.0,0,0,1.8,3,0,498.2,500,497,0.03,56
5145,146,0.0,0,0,1.7,3,0,498.3,500,497,0.03,56
5146,147,0.0,0,0,1.7,3,0,498.3,500,497,0.03,56
5147,148,0.0,0,0,1.6,3,0,498.4,500,497,0.03,56
5148,149,0.0,0,0,1.6,3,0,498.4,500,497,0.03,56
5149,150,0.0,0,0,1.5,3,0,498.5,500,497,0.03,56
5150,151,0.0,0,0,1.4,3,0,498.6,500,497,0.03,56
5151,152,0.0,0,0,1.3,3,0,498.7,500,497,0.03,56
5152,153,0.0,0,0,1.2,3,0,498.8,500,497,0.03,56
5153,154,0.0,0,0,1.0,2,0,499.0,500,498,0.03,56
5154,155,0.0,0,0,0.9,2,0,499.1,500,498,0.03,56
5155,156,0.0,0,0,0.9,2,0,499.1,500,498,0.03,56
5156,157,0.0,0,0,0.9,2,0,499.1,500,498,0.03,56
5157,158,0.0,0,0,0.9,2,0,499.1,500,498,0.03,56
5158,159,0.0,0,0,0.8,2,0,499.2,500,498,0.03,56
5159,160,0.0,0,0,0.8,2,0,499.2,500,498,0.03,56
5160,161,0.0,0,0,0.8,2,0,499.2,500,498,0.03,56
5161,162,0.0,0,0,0.8,2,0,499.2,500,498,0.03,56
5162,163,0.0,0,0,0.6,1,0,499.4,500,499,0.03,56
5163,164,0.0,0,0,0.6,1,0,499.4,500,499,0.03,56
5164,165,0.0,0,0,0.6,1,0,499.4,500,499,0.03,56
5165,166,0.0,0,0,0.5,1,0,499.5,500,499,0.03,56
5166,167,0.0,0,0,0.4,1,0,499.6,500,499,0.03,56
5167,168,0.0,0,0,0.4,1,0,499.6,500,499,0.03,56
5168,169,0.0,0,0,0.3,1,0,499.7,500,499,0.03,56
