,day,s,s,s,i,i,i,r,r,r,edgecount,edgecount,edgecount,suscedgecount,suscedgecount,suscedgecount,V,T
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,,
4589,190,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.03,35
4590,191,0.0,0,0,0.4,2,0,499.6,500,498,1.0,1.0,1.0,,,,0.03,35
4591,192,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.03,35
4592,193,0.0,0,0,0.3,1,0,499.7,500,499,1.0,1.0,1.0,,,,0.03,35
4593,194,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.03,35
4594,195,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.03,35
4595,196,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.03,35
4596,197,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.03,35
4597,198,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.03,35
4598,199,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.03,35
4599,200,0.0,0,0,0.2,1,0,499.8,500,499,1.0,1.0,1.0,,,,0.03,35
4600,1,498.0,499,495,1.7,3,1,0.3,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4601,2,496.1,499,491,3.6,7,1,0.3,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4602,3,491.2,498,483,8.0,15,2,0.8,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4603,4,481.4,496,463,17.2,34,3,1.4,3,0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4604,5,462.9,495,418,34.0,75,4,3.1,7,0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4605,6,431.0,491,350,63.2,138,8,5.8,12,0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4606,7,373.7,483,234,115.9,243,16,10.4,23,1,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4607,8,291.2,463,123,189.5,331,35,19.3,46,2,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4608,9,202.7,431,47,264.0,384,64,33.3,69,5,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4609,10,126.9,366,20,326.7,400,124,46.4,83,10,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4610,11,75.2,300,7,362.3,411,180,62.5,98,20,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4611,12,38.8,199,3,383.8,422,268,77.4,114,33,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4612,13,17.9,109,2,386.8,413,342,95.3,132,49,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4613,14,8.9,55,0,379.9,410,355,111.2,143,65,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4614,15,3.4,18,0,369.6,402,343,127.0,156,80,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4615,16,1.6,9,0,356.4,398,328,142.0,171,93,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4616,17,0.6,3,0,343.3,393,307,156.1,192,104,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4617,18,0.2,1,0,330.1,383,298,169.7,202,116,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4618,19,0.1,1,0,317.2,369,285,182.7,215,131,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4619,20,0.1,1,0,302.3,348,269,197.6,231,152,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4620,21,0.1,1,0,290.6,335,261,209.3,239,165,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4621,22,0.1,1,0,280.6,322,256,219.3,244,178,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4622,23,0.1,1,0,270.1,313,247,229.8,253,187,1.0,1.0,1.0,1.0,1.0,1.0,0.03,42
4623,24,0.0,0,0,259.0,303,235,241.0,265,197,1.0,1.0,1.0,,,,0.03,42
4624,25,0.0,0,0,249.1,289,229,250.9,271,211,1.0,1.0,1.0,,,,0.03,42
4625,26,0.0,0,0,238.6,280,215,261.4,285,220,1.0,1.0,1.0,,,,0.03,42
4626,27,0.0,0,0,230.8,273,212,269.2,288,227,1.0,1.0,1.0,,,,0.03,42
4627,28,0.0,0,0,221.3,264,203,278.7,297,236,1.0,1.0,1.0,,,,0.03,42
4628,29,0.0,0,0,212.4,253,196,287.6,304,247,1.0,1.0,1.0,,,,0.03,42
4629,30,0.0,0,0,203.3,243,184,296.7,316,257,1.0,1.0,1.0,,,,0.03,42
4630,31,0.0,0,0,195.5,233,173,304.5,327,267,1.0,1.0,1.0,,,,0.03,42
4631,32,0.0,0,0,188.1,226,165,311.9,335,274,1.0,1.0,1.0,,,,0.03,42
4632,33,0.0,0,0,178.6,213,149,321.4,351,287,1.0,1.0,1.0,,,,0.03,42
4633,34,0.0,0,0,171.1,204,142,328.9,358,296,1.0,1.0,1.0,,,,0.03,42
4634,35,0.0,0,0,163.0,201,137,337.0,363,299,1.0,1.0,1.0,,,,0.03,42
4635,36,0.0,0,0,156.6,196,134,343.4,366,304,1.0,1.0,1.0,,,,0.03,42
4636,37,0.0,0,0,152.1,194,127,347.9,373,306,1.0,1.0,1.0,,,,0.03,42
4637,38,0.0,0,0,145.4,185,123,354.6,377,315,1.0,1.0,1.0,,,,0.03,42
4638,39,0.0,0,0,139.4,180,113,360.6,387,320,1.0,1.0,1.0,,,,0.03,42
4639,40,0.0,0,0,134.7,175,109,365.3,391,325,1.0,1.0,1.0,,,,0.03,42
4640,41,0.0,0,0,128.2,168,99,371.8,401,332,1.0,1.0,1.0,,,,0.03,42
4641,42,0.0,0,0,123.2,160,93,376.8,407,340,1.0,1.0,1.0,,,,0.03,42
4642,43,0.0,0,0,118.2,154,93,381.8,407,346,1.0,1.0,1.0,,,,0.03,42
4643,44,0.0,0,0,113.8,148,92,386.2,408,352,1.0,1.0,1.0,,,,0.03,42
4644,45,0.0,0,0,108.7,143,89,391.3,411,357,1.0,1.0,1.0,,,,0.03,42
4645,46,0.0,0,0,103.1,135,85,396.9,415,365,1.0,1.0,1.0,,,,0.03,42
4646,47,0.0,0,0,99.7,129,81,400.3,419,371,1.0,1.0,1.0,,,,0.03,42
4647,48,0.0,0,0,96.2,122,78,403.8,422,378,1.0,1.0,1.0,,,,0.03,42
4648,49,0.0,0,0,92.8,118,75,407.2,425,382,1.0,1.0,1.0,,,,0.03,42
4649,50,0.0,0,0,89.8,115,74,410.2,426,385,1.0,1.0,1.0,,,,0.03,42
4650,51,0.0,0,0,86.2,110,73,413.8,427,390,1.0,1.0,1.0,,,,0.03,42
4651,52,0.0,0,0,82.8,107,69,417.2,431,393,1.0,1.0,1.0,,,,0.03,42
4652,53,0.0,0,0,80.2,106,67,419.8,433,394,1.0,1.0,1.0,,,,0.03,42
4653,54,0.0,0,0,77.2,102,65,422.8,435,398,1.0,1.0,1.0,,,,0.03,42
4654,55,0.0,0,0,74.1,98,61,425.9,439,402,1.0,1.0,1.0,,,,0.03,42
4655,56,0.0,0,0,70.3,91,58,429.7,442,409,1.0,1.0,1.0,,,,0.03,42
4656,57,0.0,0,0,67.3,86,57,432.7,443,414,1.0,1.0,1.0,,,,0.03,42
4657,58,0.0,0,0,64.0,83,55,436.0,445,417,1.0,1.0,1.0,,,,0.03,42
4658,59,0.0,0,0,61.2,81,52,438.8,448,419,1.0,1.0,1.0,,,,0.03,42
4659,60,0.0,0,0,59.4,80,50,440.6,450,420,1.0,1.0,1.0,,,,0.03,42
4660,61,0.0,0,0,57.5,77,49,442.5,451,423,1.0,1.0,1.0,,,,0.03,42
4661,62,0.0,0,0,54.3,72,46,445.7,454,428,1.0,1.0,1.0,,,,0.03,42
4662,63,0.0,0,0,52.1,67,43,447.9,457,433,1.0,1.0,1.0,,,,0.03,42
4663,64,0.0,0,0,49.8,62,42,450.2,458,438,1.0,1.0,1.0,,,,0.03,42
4664,65,0.0,0,0,48.5,61,42,451.5,458,439,1.0,1.0,1.0,,,,0.03,42
4665,66,0.0,0,0,46.6,60,41,453.4,459,440,1.0,1.0,1.0,,,,0.03,42
4666,67,0.0,0,0,44.7,56,37,455.3,463,444,1.0,1.0,1.0,,,,0.03,42
4667,68,0.0,0,0,42.9,55,34,457.1,466,445,1.0,1.0,1.0,,,,0.03,42
4668,69,0.0,0,0,41.5,53,33,458.5,467,447,1.0,1.0,1.0,,,,0.03,42
4669,70,0.0,0,0,39.9,49,33,460.1,467,451,1.0,1.0,1.0,,,,0.03,42
4670,71,0.0,0,0,38.0,46,31,462.0,469,454,1.0,1.0,1.0,,,,0.03,42
4671,72,0.0,0,0,36.0,44,28,464.0,472,456,1.0,1.0,1.0,,,,0.03,42
4672,73,0.0,0,0,34.2,42,27,465.8,473,458,1.0,1.0,1.0,,,,0.03,42
4673,74,0.0,0,0,32.9,42,26,467.1,474,458,1.0,1.0,1.0,,,,0.03,42
4674,75,0.0,0,0,31.8,40,25,468.2,475,460,1.0,1.0,1.0,,,,0.03,42
4675,76,0.0,0,0,30.7,39,23,469.3,477,461,1.0,1.0,1.0,,,,0.03,42
4676,77,0.0,0,0,29.6,38,22,470.4,478,462,1.0,1.0,1.0,,,,0.03,42
4677,78,0.0,0,0,29.1,37,22,470.9,478,463,1.0,1.0,1.0,,,,0.03,42
4678,79,0.0,0,0,28.1,34,21,471.9,479,466,1.0,1.0,1.0,,,,0.03,42
4679,80,0.0,0,0,27.1,33,18,472.9,482,467,1.0,1.0,1.0,,,,0.03,42
4680,81,0.0,0,0,26.3,32,17,473.7,483,468,1.0,1.0,1.0,,,,0.03,42
4681,82,0.0,0,0,24.8,31,16,475.2,484,469,1.0,1.0,1.0,,,,0.03,42
4682,83,0.0,0,0,23.7,30,16,476.3,484,470,1.0,1.0,1.0,,,,0.03,42
4683,84,0.0,0,0,22.7,29,16,477.3,484,471,1.0,1.0,1.0,,,,0.03,42
4684,85,0.0,0,0,21.6,28,16,478.4,484,472,1.0,1.0,1.0,,,,0.03,42
4685,86,0.0,0,0,20.4,28,16,479.6,484,472,1.0,1.0,1.0,,,,0.03,42
4686,87,0.0,0,0,19.4,28,14,480.6,486,472,1.0,1.0,1.0,,,,0.03,42
4687,88,0.0,0,0,18.7,28,12,481.3,488,472,1.0,1.0,1.0,,,,0.03,42
4688,89,0.0,0,0,17.3,27,12,482.7,488,473,1.0,1.0,1.0,,,,0.03,42
4689,90,0.0,0,0,16.9,26,11,483.1,489,474,1.0,1.0,1.0,,,,0.03,42
4690,91,0.0,0,0,16.3,25,9,483.7,491,475,1.0,1.0,1.0,,,,0.03,42
4691,92,0.0,0,0,15.9,23,9,484.1,491,477,1.0,1.0,1.0,,,,0.03,42
4692,93,0.0,0,0,15.5,22,9,484.5,491,478,1.0,1.0,1.0,,,,0.03,42
4693,94,0.0,0,0,14.9,21,8,485.1,492,479,1.0,1.0,1.0,,,,0.03,42
4694,95,0.0,0,0,14.1,21,7,485.9,493,479,1.0,1.0,1.0,,,,0.03,42
4695,96,0.0,0,0,13.3,19,6,486.7,494,481,1.0,1.0,1.0,,,,0.03,42
4696,97,0.0,0,0,12.7,16,6,487.3,494,484,1.0,1.0,1.0,,,,0.03,42
4697,98,0.0,0,0,12.3,16,6,487.7,494,484,1.0,1.0,1.0,,,,0.03,42
4698,99,0.0,0,0,11.4,15,6,488.6,494,485,1.0,1.0,1.0,,,,0.03,42
4699,100,0.0,0,0,11.0,15,5,489.0,495,485,1.0,1.0,1.0,,,,0.03,42
4700,101,0.0,0,0,10.7,15,5,489.3,495,485,1.0,1.0,1.0,,,,0.03,42
4701,102,0.0,0,0,10.2,15,5,489.8,495,485,1.0,1.0,1.0,,,,0.03,42
4702,103,0.0,0,0,10.0,15,5,490.0,495,485,1.0,1.0,1.0,,,,0.03,42
4703,104,0.0,0,0,9.8,15,5,490.2,495,485,1.0,1.0,1.0,,,,0.03,42
4704,105,0.0,0,0,9.7,15,5,490.3,495,485,1.0,1.0,1.0,,,,0.03,42
4705,106,0.0,0,0,9.5,14,5,490.5,495,486,1.0,1.0,1.0,,,,0.03,42
4706,107,0.0,0,0,9.3,13,5,490.7,495,487,1.0,1.0,1.0,,,,0.03,42
4707,108,0.0,0,0,9.0,12,5,491.0,495,488,1.0,1.0,1.0,,,,0.03,42
